end_time,lecture,lecture_name,lecture_no,sentence,start_time,sub_lecture,tokenized_sentence
00:01:59,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,What about the m step?,00:01:57,14,What step
00:02:04,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"Well, we may recall the m step is we take advantage of the inferred z values.",00:01:59,14,Well may recall step take advantage inferred z values
00:02:05,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,To split the counts.,00:02:04,14,To split counts
00:02:09,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And then collected the right counts to re-estimate the parameters.,00:02:05,14,And collected right counts estimate parameters
00:02:14,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"So in this case, we can re-estimate our coverage of probability.",00:02:09,14,So case estimate coverage probability
00:02:21,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And this is re-estimated based on collecting all the words in the document.,00:02:14,14,And estimated based collecting words document
00:02:26,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And that's why we have the count of the word in document.,00:02:22,14,And count word document
00:02:29,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And sum over all the words.,00:02:26,14,And sum words
00:02:33,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And then we're going to look at to what extent this word belongs to,00:02:29,14,And going look extent word belongs
00:02:36,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,the topic theta sub j.,00:02:34,14,topic theta sub j
00:02:39,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And this part is our guess from each step.,00:02:36,14,And part guess step
00:02:44,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,This tells us how likely this word is actually from theta sub j.,00:02:40,14,This tells us likely word actually theta sub j
00:02:47,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"And when we multiply them together,",00:02:44,14,And multiply together
00:02:51,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,we get the discounted count that's located for topic theta sub j.,00:02:47,14,get discounted count located topic theta sub j
00:02:54,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"And when we normalize this over all the topics,",00:02:51,14,And normalize topics
00:02:58,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,we get the distribution of all the topics to indicate the coverage.,00:02:54,14,get distribution topics indicate coverage
00:03:04,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"And similarly, the bottom one is the estimated probability of word for a topic.",00:02:58,14,And similarly bottom one estimated probability word topic
00:03:09,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"And in this case we are using exact the same count, you can see this is",00:03:04,14,And case using exact count see
00:03:14,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"the same discounted account, ] it tells us to what extend we should",00:03:09,14,discounted account tells us extend
00:03:19,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,allocate this word [INAUDIBLE] but then normalization is different.,00:03:14,14,allocate word INAUDIBLE normalization different
00:03:24,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"Because in this case we are interested in the word distribution, so",00:03:19,14,Because case interested word distribution
00:03:27,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,we simply normalize this over all the words.,00:03:24,14,simply normalize words
00:03:33,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"This is different, in contrast here we normalize the amount all the topics.",00:03:27,14,This different contrast normalize amount topics
00:03:35,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,It would be useful to take a comparison between the two.,00:03:33,14,It would useful take comparison two
00:03:39,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,This give us different distributions.,00:03:37,14,This give us different distributions
00:03:46,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And these tells us how to improve the parameters.,00:03:39,14,And tells us improve parameters
00:03:55,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"And as I just explained, in both the formula is we have a maximum",00:03:48,14,And I explained formula maximum
00:04:00,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,estimate based on allocated word counts [INAUDIBLE].,00:03:55,14,estimate based allocated word counts INAUDIBLE
00:04:04,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,Now this phenomena is actually general phenomena in all the EM algorithms.,00:04:00,14,Now phenomena actually general phenomena EM algorithms
00:04:09,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"In the m-step, you general with the computer expect an account of",00:04:04,14,In step general computer expect account
00:04:15,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"the event based on the e-step result, and then you just and",00:04:09,14,event based e step result
00:04:20,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"then count to four, particular normalize it, typically.",00:04:15,14,count four particular normalize typically
00:04:24,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"So, in terms of computation of this EM algorithm, we can",00:04:20,14,So terms computation EM algorithm
00:04:32,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,actually just keep accounting various events and then normalize them.,00:04:24,14,actually keep accounting various events normalize
00:04:34,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"And when we thinking this way,",00:04:32,14,And thinking way
00:04:37,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,we also have a more concise way of presenting the EM Algorithm.,00:04:34,14,also concise way presenting EM Algorithm
00:04:42,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,It actually helps us better understand the formulas.,00:04:37,14,It actually helps us better understand formulas
00:04:44,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,So I'm going to go over this in some detail.,00:04:42,14,So I going go detail
00:04:48,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"So as a algorithm we first initialize all the unknown perimeters randomly,",00:04:44,14,So algorithm first initialize unknown perimeters randomly
00:04:50,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,all right.,00:04:48,14,right
00:04:55,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"So, in our case, we are interested in all of those coverage perimeters, pi's and",00:04:50,14,So case interested coverage perimeters pi
00:04:59,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"awarded distributions [INAUDIBLE], and we just randomly normalize them.",00:04:55,14,awarded distributions INAUDIBLE randomly normalize
00:05:05,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,This is the initialization step and then we will repeat until likelihood converges.,00:04:59,14,This initialization step repeat likelihood converges
00:05:08,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,Now how do we know whether likelihood converges?,00:05:05,14,Now know whether likelihood converges
00:05:11,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,We can do compute likelihood at each step and,00:05:08,14,We compute likelihood step
00:05:14,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,compare the current likelihood with the previous likelihood.,00:05:11,14,compare current likelihood previous likelihood
00:05:17,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"If it doesn't change much and we're going to say it stopped, right.",00:05:14,14,If change much going say stopped right
00:05:23,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"So, in each step we're going to do e-step and m-step.",00:05:19,14,So step going e step step
00:05:27,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,In the e-step we're going to do augment the data by predicting,00:05:23,14,In e step going augment data predicting
00:05:30,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,the hidden variables.,00:05:27,14,hidden variables
00:05:34,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"In this case, the hidden variable, z sub d, w,",00:05:30,14,In case hidden variable z sub w
00:05:41,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,indicates whether the word w in d is from a topic or background.,00:05:34,14,indicates whether word w topic background
00:05:43,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"And if it's from a topic, which topic.",00:05:41,14,And topic topic
00:05:46,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"So if you look at the e-step formulas,",00:05:43,14,So look e step formulas
00:05:52,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"essentially we're actually normalizing these counts, sorry,",00:05:46,14,essentially actually normalizing counts sorry
00:05:58,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,these probabilities of observing the word from each distribution.,00:05:52,14,probabilities observing word distribution
00:06:03,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"So you can see, basically the prediction of word",00:05:58,14,So see basically prediction word
00:06:07,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,from topic zero sub j is based on the probability of,00:06:03,14,topic zero sub j based probability
00:06:12,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,selecting that theta sub j as a word distribution to generate the word.,00:06:07,14,selecting theta sub j word distribution generate word
00:06:15,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,Multiply by the probability of observing the word from that distribution.,00:06:12,14,Multiply probability observing word distribution
00:06:22,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And I said it's proportional to this because in the implementation of,00:06:17,14,And I said proportional implementation
00:06:25,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,EM algorithm you can keep counter for,00:06:22,14,EM algorithm keep counter
00:06:28,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"this quantity, and in the end it just normalizes it.",00:06:25,14,quantity end normalizes
00:06:32,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,So the normalization here is over all the topics and,00:06:28,14,So normalization topics
00:06:34,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,then you would get a probability.,00:06:32,14,would get probability
00:06:41,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"Now, in the m-step, we do the same, and we are going to collect these.",00:06:36,14,Now step going collect
00:06:46,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,Allocated account for each topic.,00:06:43,14,Allocated account topic
00:06:49,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And we split words among the topics.,00:06:47,14,And split words among topics
00:06:53,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And then we're going to normalize them in different ways to obtain,00:06:50,14,And going normalize different ways obtain
00:06:54,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,the real estimate.,00:06:53,14,real estimate
00:07:00,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"So for example, we can normalize among all the topics to get the re-estimate of pi,",00:06:54,14,So example normalize among topics get estimate pi
00:07:02,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,the coverage.,00:07:00,14,coverage
00:07:08,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,Or we can re-normalize based on all the words.,00:07:02,14,Or normalize based words
00:07:09,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And that would give us a word distribution.,00:07:08,14,And would give us word distribution
00:07:15,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"So it's useful to think algorithm in this way because when implemented, you can just",00:07:10,14,So useful think algorithm way implemented
00:07:22,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"use variables, but keep track of these quantities in each case.",00:07:15,14,use variables keep track quantities case
00:07:31,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And then you just normalize these variables to make them distribution.,00:07:23,14,And normalize variables make distribution
00:07:35,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,Now I did not put the constraint for this one.,00:07:32,14,Now I put constraint one
00:07:38,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And I intentionally leave this as an exercise for you.,00:07:35,14,And I intentionally leave exercise
00:07:42,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"And you can see, what's the normalizer for this one?",00:07:38,14,And see normalizer one
00:07:47,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,It's of a slightly different form but it's essentially the same as,00:07:42,14,It slightly different form essentially
00:07:50,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,the one that you have seen here in this one.,00:07:47,14,one seen one
00:07:54,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,So in general in the envisioning of EM algorithms you will see you accumulate,00:07:50,14,So general envisioning EM algorithms see accumulate
00:07:59,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"the counts, various counts and then you normalize them.",00:07:54,14,counts various counts normalize
00:08:06,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"So to summarize, we introduced the PLSA model.",00:08:01,14,So summarize introduced PLSA model
00:08:10,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,Which is a mixture model with k unigram language models representing k topics.,00:08:06,14,Which mixture model k unigram language models representing k topics
00:08:16,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And we also added a pre-determined background language model to,00:08:11,14,And also added pre determined background language model
00:08:19,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"help discover discriminative topics,",00:08:16,14,help discover discriminative topics
00:08:22,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,because this background language model can help attract the common terms.,00:08:19,14,background language model help attract common terms
00:08:28,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And we select the maximum estimate that we cant discover topical,00:08:23,14,And select maximum estimate cant discover topical
00:08:30,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,knowledge from text data.,00:08:28,14,knowledge text data
00:08:35,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"In this case PLSA allows us to discover two things, one is k worded distributions,",00:08:30,14,In case PLSA allows us discover two things one k worded distributions
00:08:37,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,each one representing a topic and,00:08:35,14,one representing topic
00:08:40,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,the other is the proportion of each topic in each document.,00:08:37,14,proportion topic document
00:08:46,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And such detailed characterization of coverage of topics in documents,00:08:41,14,And detailed characterization coverage topics documents
00:08:48,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,can enable a lot of photo analysis.,00:08:46,14,enable lot photo analysis
00:08:53,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"For example, we can aggregate the documents in the particular",00:08:48,14,For example aggregate documents particular
00:08:58,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,pan period to assess the coverage of a particular topic in a time period.,00:08:53,14,pan period assess coverage particular topic time period
00:09:02,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,That would allow us to generate the temporal chains of topics.,00:08:58,14,That would allow us generate temporal chains topics
00:09:08,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,We can also aggregate topics covered in documents associated with a particular,00:09:02,14,We also aggregate topics covered documents associated particular
00:09:14,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"author and then we can categorize the topics written by this author, etc.",00:09:08,14,author categorize topics written author etc
00:09:20,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"And in addition to this, we can also cluster terms and cluster documents.",00:09:14,14,And addition also cluster terms cluster documents
00:09:23,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"In fact, each topic can be regarded as a cluster.",00:09:20,14,In fact topic regarded cluster
00:09:25,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,So we already have the term clusters.,00:09:23,14,So already term clusters
00:09:28,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"In the higher probability, the words can be regarded as",00:09:25,14,In higher probability words regarded
00:09:34,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,belonging to one cluster represented by the topic.,00:09:29,14,belonging one cluster represented topic
00:09:37,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"Similarly, documents can be clustered in the same way.",00:09:34,14,Similarly documents clustered way
00:09:41,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,We can assign a document to the topic cluster,00:09:37,14,We assign document topic cluster
00:09:45,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,that's covered most in the document.,00:09:41,14,covered document
00:09:50,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,"So remember, pi's indicate to what extent each topic is covered in the document,",00:09:45,14,So remember pi indicate extent topic covered document
00:09:55,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,we can assign the document to the topical cluster that has the highest pi.,00:09:50,14,assign document topical cluster highest pi
00:10:00,3,Probabilistic Latent Semantic Analysis (PLSA)- Part 2,2.14,And in general there are many useful applications of this technique.,00:09:57,14,And general many useful applications technique
00:00:09,2,Overview Text Mining and Analytics- Part 2,1.2,"[SOUND] So,",00:00:00,2,SOUND So
00:00:14,2,Overview Text Mining and Analytics- Part 2,1.2,"looking at the text mining problem more closely, we see that the problem is",00:00:09,2,looking text mining problem closely see problem
00:00:20,2,Overview Text Mining and Analytics- Part 2,1.2,"similar to general data mining, except that we'll be focusing more on text data.",00:00:14,2,similar general data mining except focusing text data
00:00:26,2,Overview Text Mining and Analytics- Part 2,1.2,And we're going to have text mining algorithms to help us to turn text data,00:00:21,2,And going text mining algorithms help us turn text data
00:00:32,2,Overview Text Mining and Analytics- Part 2,1.2,"into actionable knowledge that we can use in real world,",00:00:26,2,actionable knowledge use real world
00:00:34,2,Overview Text Mining and Analytics- Part 2,1.2,"especially for decision making, or",00:00:32,2,especially decision making
00:00:39,2,Overview Text Mining and Analytics- Part 2,1.2,for completing whatever tasks that require text data to support.,00:00:34,2,completing whatever tasks require text data support
00:00:45,2,Overview Text Mining and Analytics- Part 2,1.2,"Because, in general, in many real world problems of data mining",00:00:39,2,Because general many real world problems data mining
00:00:49,2,Overview Text Mining and Analytics- Part 2,1.2,we also tend to have other kinds of data that are non-textual.,00:00:45,2,also tend kinds data non textual
00:00:54,2,Overview Text Mining and Analytics- Part 2,1.2,So a more general picture would be to include non-text data as well.,00:00:49,2,So general picture would include non text data well
00:01:00,2,Overview Text Mining and Analytics- Part 2,1.2,And for this reason we might be concerned with joint mining of text and,00:00:56,2,And reason might concerned joint mining text
00:01:02,2,Overview Text Mining and Analytics- Part 2,1.2,non-text data.,00:01:00,2,non text data
00:01:05,2,Overview Text Mining and Analytics- Part 2,1.2,"And so in this course we're going to focus more on text mining,",00:01:02,2,And course going focus text mining
00:01:10,2,Overview Text Mining and Analytics- Part 2,1.2,but we're also going to also touch how do to joint analysis of both text data and,00:01:05,2,also going also touch joint analysis text data
00:01:12,2,Overview Text Mining and Analytics- Part 2,1.2,non-text data.,00:01:10,2,non text data
00:01:16,2,Overview Text Mining and Analytics- Part 2,1.2,With this problem definition we can now look at the landscape of,00:01:12,2,With problem definition look landscape
00:01:19,2,Overview Text Mining and Analytics- Part 2,1.2,the topics in text mining and analytics.,00:01:16,2,topics text mining analytics
00:01:25,2,Overview Text Mining and Analytics- Part 2,1.2,Now this slide shows the process of generating text data in more detail.,00:01:21,2,Now slide shows process generating text data detail
00:01:29,2,Overview Text Mining and Analytics- Part 2,1.2,"More specifically, a human sensor or",00:01:27,2,More specifically human sensor
00:01:33,2,Overview Text Mining and Analytics- Part 2,1.2,human observer would look at the word from some perspective.,00:01:29,2,human observer would look word perspective
00:01:38,2,Overview Text Mining and Analytics- Part 2,1.2,Different people would be looking at the world from different angles and,00:01:34,2,Different people would looking world different angles
00:01:41,2,Overview Text Mining and Analytics- Part 2,1.2,they'll pay attention to different things.,00:01:38,2,pay attention different things
00:01:46,2,Overview Text Mining and Analytics- Part 2,1.2,The same person at different times might also pay attention to different aspects,00:01:41,2,The person different times might also pay attention different aspects
00:01:50,2,Overview Text Mining and Analytics- Part 2,1.2,of the observed world.,00:01:46,2,observed world
00:01:55,2,Overview Text Mining and Analytics- Part 2,1.2,And so the humans are able to perceive the world from some perspective.,00:01:50,2,And humans able perceive world perspective
00:02:01,2,Overview Text Mining and Analytics- Part 2,1.2,"And that human, the sensor, would then form a view of the world.",00:01:55,2,And human sensor would form view world
00:02:05,2,Overview Text Mining and Analytics- Part 2,1.2,And that can be called the Observed World.,00:02:01,2,And called Observed World
00:02:10,2,Overview Text Mining and Analytics- Part 2,1.2,"Of course, this would be different from the Real World because of the perspective",00:02:05,2,Of course would different Real World perspective
00:02:14,2,Overview Text Mining and Analytics- Part 2,1.2,that the person has taken can often be biased also.,00:02:10,2,person taken often biased also
00:02:22,2,Overview Text Mining and Analytics- Part 2,1.2,"Now the Observed World can be represented as, for example,",00:02:16,2,Now Observed World represented example
00:02:27,2,Overview Text Mining and Analytics- Part 2,1.2,"entity-relation graphs or in a more general way,",00:02:22,2,entity relation graphs general way
00:02:31,2,Overview Text Mining and Analytics- Part 2,1.2,using knowledge representation language.,00:02:27,2,using knowledge representation language
00:02:39,2,Overview Text Mining and Analytics- Part 2,1.2,"But in general, this is basically what a person has in mind about the world.",00:02:31,2,But general basically person mind world
00:02:43,2,Overview Text Mining and Analytics- Part 2,1.2,"And we don't really know what exactly it looks like, of course.",00:02:39,2,And really know exactly looks like course
00:02:48,2,Overview Text Mining and Analytics- Part 2,1.2,But then the human would express what the person has,00:02:43,2,But human would express person
00:02:52,2,Overview Text Mining and Analytics- Part 2,1.2,"observed using a natural language, such as English.",00:02:48,2,observed using natural language English
00:02:54,2,Overview Text Mining and Analytics- Part 2,1.2,And the result is text data.,00:02:52,2,And result text data
00:03:00,2,Overview Text Mining and Analytics- Part 2,1.2,Of course a person could have used a different language to express what he or,00:02:55,2,Of course person could used different language express
00:03:02,2,Overview Text Mining and Analytics- Part 2,1.2,she has observed.,00:03:00,2,observed
00:03:08,2,Overview Text Mining and Analytics- Part 2,1.2,In that case we might have text data of mixed languages or different languages.,00:03:02,2,In case might text data mixed languages different languages
00:03:15,2,Overview Text Mining and Analytics- Part 2,1.2,The main goal of text mining Is actually to revert this,00:03:10,2,The main goal text mining Is actually revert
00:03:19,2,Overview Text Mining and Analytics- Part 2,1.2,process of generating text data.,00:03:15,2,process generating text data
00:03:24,2,Overview Text Mining and Analytics- Part 2,1.2,We hope to be able to uncover some aspect in this process.,00:03:19,2,We hope able uncover aspect process
00:03:34,2,Overview Text Mining and Analytics- Part 2,1.2,"Specifically, we can think about mining, for example, knowledge about the language.",00:03:28,2,Specifically think mining example knowledge language
